category,turns_json,expect_json
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 35 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""5""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 36 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 34 del 429 y 2 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 35 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""5""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 36 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 34 del 429 y 2 del 60"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 35 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""5""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 36 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 34 del 429 y 2 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 35 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""5""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 36 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 34 del 429 y 2 del 60"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 35 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""5""]}"
v52_envio_variacion_acumulado,"[""buenas tardes"", ""quiero hacer pedido de velluto"", ""ponme 36 del 429"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""oye disculpa"", ""quiero hacer pedido de velluto"", ""ponme 34 del 429 y 2 del 60"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""hola buenas"", ""quiero hacer pedido de velluto"", ""ponme 20 del 429 y 20 del 60"", ""y cuanto seria con envio al cp 97000""]","{""scope"": ""final"", ""must_contain_any"": [""97000"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""10""]}"
v52_envio_variacion_acumulado,"[""buen dia"", ""quiero hacer pedido de velluto"", ""ponme 105 del 429"", ""y cuanto seria con envio al cp 64600""]","{""scope"": ""final"", ""must_contain_any"": [""64600"", ""envio"", ""envío"", ""volum"", ""total"", ""$"", ""15""]}"
