case_id,category,turns,expect
00017_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,"hola buenas noches || vendes belluto? || mmm no me encantaron esos tonos, tienes otros mas claritos? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429","{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00018_v46_real_pedido_codigo_cantidad_agregame_tres_del_60_y_dos_del_55,v46_real_pedido_codigo_cantidad,"hola de pura casualidad || tendras veluto? || me puedes pasar la carta de colores? || mmm busco algo mas para amigurumi, cuales me recomiendas? || bueno si voy a hacer pedido || agregame tres del 60 y dos del 55","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 3}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00019_v46_real_foto_tono_contexto_me_mandas_foto_del_429_antes_de_pedir,v46_real_foto_tono_contexto,"oye una pregunta || manejas el velluto de alize? || que bien, me podria mandar el catalogo por favor? || busco algo para peluche, no quiero que quede duro || me mandas foto del 429 antes de pedir?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto""], ""expected_no_pedidos"": true}"
00020_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"buen dia disculpe || hay velluto disponible? || que bien, me podria mandar el catalogo por favor? || mmm busco algo mas para amigurumi, cuales me recomiendas? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00021_v46_real_recomendacion_proyecto_codigo_si_es_para_bebe_me_conviene_velluto_o_otro_hilo,v46_real_recomendacion_proyecto_codigo,"Hola buenas tardes || tendras veluto? || busco algo para peluche, no quiero que quede duro || si es para bebe me conviene velluto o otro hilo?","{""scope"": ""all"", ""must_contain_any"": [""bebe"", ""recom"", ""velluto"", ""hilo""], ""must_not_only_ask_hilo_codigo"": true}"
00022_v46_real_pedido_codigo_cantidad_el_429_dos,v46_real_pedido_codigo_cantidad,"buen dia disculpe || si trabajas velluto? || me puedes pasar la carta de colores? || busco algo para peluche, no quiero que quede duro || bueno si voy a hacer pedido || el 429 dos","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00023_v46_real_info_codigo_contexto_el_429_cuanto_sale,v46_real_info_codigo_contexto,hola de pura casualidad || manejaz velluto? || me mandas la gama completa? || el 429 cuanto sale?,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""59"", ""precio"", ""$""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00024_v46_real_codigo_invalido_no_inventar_tendras_el_4299_o_sera_429,v46_real_codigo_invalido_no_inventar,"hola buenas noches || vendes belluto? || me puedes pasar la carta de colores? || mmm no me encantaron esos tonos, tienes otros mas claritos? || tendras el 4299 o sera 429?","{""scope"": ""all"", ""must_contain_any"": [""4299"", ""429"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00025_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,Hola buenas tardes || tendras veluto? || tienes catalogo de tonos? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429,"{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00026_v46_real_pedido_codigo_cantidad_agregame_tres_del_60_y_dos_del_55,v46_real_pedido_codigo_cantidad,holaaa buenas || si trabajas velluto? || me mandas la gama completa? || bueno si voy a hacer pedido || agregame tres del 60 y dos del 55,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 3}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00027_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"buenas tardes, disculpa || vendes belluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00028_v46_real_recomendacion_proyecto_codigo_para_un_amigurumi_grande_queda_mejor_velluto_o_komfy_mini,v46_real_recomendacion_proyecto_codigo,"buen dia disculpe || manejas el velluto de alize? || me puedes pasar la carta de colores? || busco algo para peluche, no quiero que quede duro || para un amigurumi grande queda mejor velluto o komfy mini?","{""scope"": ""all"", ""must_contain_any"": [""amigurumi"", ""velluto"", ""komfy"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00029_v46_real_recomendacion_proyecto_codigo_para_un_amigurumi_grande_queda_mejor_velluto_o_komfy_mini,v46_real_recomendacion_proyecto_codigo,"hola buenas noches || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || para un amigurumi grande queda mejor velluto o komfy mini?","{""scope"": ""all"", ""must_contain_any"": [""amigurumi"", ""velluto"", ""komfy"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00030_v46_real_foto_tono_contexto_el_tono_329_como_se_ve,v46_real_foto_tono_contexto,hola de pura casualidad || hay velluto disponible? || me puedes pasar la carta de colores? || el tono 329 como se ve?,"{""scope"": ""all"", ""must_contain_any"": [""329"", ""foto"", ""tono"", ""ver""], ""expected_no_pedidos"": true}"
00031_v46_real_pedido_codigo_cantidad_el_429_dos,v46_real_pedido_codigo_cantidad,hola de pura casualidad || vendes belluto? || me puedes mostrar los colores disponibles? || bueno si voy a hacer pedido || el 429 dos,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00032_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"Hola buenas tardes || hay velluto disponible? || tienes catalogo de tonos? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00033_v46_real_info_codigo_contexto_tienes_429,v46_real_info_codigo_contexto,"hola de pura casualidad || manejaz velluto? || no me gusta mucho esos tonos, tiene otros como mas neutros? || tienes 429?","{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00034_v46_real_pedido_codigo_cantidad_me_llevo_2_del_429_y_1_del_550,v46_real_pedido_codigo_cantidad,"hola de pura casualidad || hay velluto disponible? || me mandas la gama completa? || mmm busco algo mas para amigurumi, cuales me recomiendas? || bueno si voy a hacer pedido || me llevo 2 del 429 y 1 del 550","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}, {""codigo"": ""550"", ""cantidad"": 1}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00035_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"buenas tardes, disculpa || de pura casualidad manejas velluto? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00036_v46_real_info_codigo_contexto_stock_del_429,v46_real_info_codigo_contexto,"hola buenas noches || de pura casualidad manejas velluto? || tienes catalogo de tonos? || mmm no me encantaron esos tonos, tienes otros mas claritos? || stock del 429","{""scope"": ""all"", ""must_contain_any"": [""429"", ""stock"", ""disponible""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00037_v46_real_recomendacion_proyecto_codigo_para_un_amigurumi_grande_queda_mejor_velluto_o_komfy_mini,v46_real_recomendacion_proyecto_codigo,"buenas tardes, disculpa || de pura casualidad manejas velluto? || tienes catalogo de tonos? || para un amigurumi grande queda mejor velluto o komfy mini?","{""scope"": ""all"", ""must_contain_any"": [""amigurumi"", ""velluto"", ""komfy"", ""recom""], ""must_not_only_ask_hilo_codigo"": true}"
00038_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"hola de pura casualidad || de pura casualidad manejas velluto? || mmm busco algo mas para amigurumi, cuales me recomiendas? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00039_v46_real_info_codigo_contexto_color_429_por_favor,v46_real_info_codigo_contexto,oye una pregunta || manejas el velluto de alize? || me mandas la gama completa? || color 429 por favor,"{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00040_v46_real_cambio_decision_bueno_si_dame_dos_del_429_y_uno_del_60,v46_real_cambio_decision,hola buenas noches || manejas el velluto de alize? || creo que si hare pedido pero aun no estoy segura || bueno si dame dos del 429 y uno del 60,"{""scope"": ""all"", ""must_contain_any"": [{""codigo"": ""429"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 1}]}"
00041_v46_real_foto_tono_contexto_me_muestras_el_56_el_429_y_el_550,v46_real_foto_tono_contexto,"hola de pura casualidad || vendes belluto? || me muestras el 56, el 429 y el 550?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""429"", ""550"", ""foto"", ""tono"", ""muestra""], ""expected_no_pedidos"": true}"
00042_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"hola de pura casualidad || si trabajas velluto? || tienes catalogo de tonos? || no me gusta mucho esos tonos, tiene otros como mas neutros? || me gustaria algo para amigurumi pero no se mucho || stock del 60? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00043_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,"holaaa buenas || manejaz velluto? || me puedes mostrar los colores disponibles? || mmm busco algo mas para amigurumi, cuales me recomiendas? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429","{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00044_v46_real_info_codigo_contexto_que_color_es_el_429,v46_real_info_codigo_contexto,Hola buenas tardes || vendes belluto? || me puedes pasar la carta de colores? || que color es el 429?,"{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00045_v46_real_pedido_codigo_cantidad_agregame_tres_del_60_y_dos_del_55,v46_real_pedido_codigo_cantidad,"hola de pura casualidad || tendras veluto? || no me gusta mucho esos tonos, tiene otros como mas neutros? || bueno si voy a hacer pedido || agregame tres del 60 y dos del 55","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 3}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00046_v46_real_foto_tono_contexto_me_mandas_foto_del_429_antes_de_pedir,v46_real_foto_tono_contexto,oye una pregunta || hay velluto disponible? || me mandas foto del 429 antes de pedir?,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto""], ""expected_no_pedidos"": true}"
00047_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"hola buenas noches || de pura casualidad manejas velluto? || me puedes mostrar los colores disponibles? || busco algo para peluche, no quiero que quede duro || me gustaria algo para amigurumi pero no se mucho || stock del 60? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00048_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,"oye una pregunta || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || mmm busco algo mas para amigurumi, cuales me recomiendas? || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || lo quiero para un elefante mediano","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00049_v46_real_codigo_invalido_no_inventar_me_muestras_el_56_4299_y_550_y_aparte_con_que_gancho_se_teje,v46_real_codigo_invalido_no_inventar,"hola buenas noches || vendes belluto? || me mandas la gama completa? || me muestras el 56, 4299 y 550, y aparte con que gancho se teje?","{""scope"": ""all"", ""must_contain_any"": [""56"", ""4299"", ""550"", ""gancho"", ""no me aparece"", ""confirma"", ""revis""], ""expected_no_pedidos"": true}"
00050_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,"buenas tardes, disculpa || si trabajas velluto? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429","{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00051_v46_real_cambio_decision_mejor_quitame_el_60_y_dejame_solo_el_429,v46_real_cambio_decision,hola de pura casualidad || si trabajas velluto? || me mandas la gama completa? || creo que si hare pedido pero aun no estoy segura || mejor quitame el 60 y dejame solo el 429,"{""scope"": ""all"", ""must_contain_any"": [""quita"", ""429"", ""actualiz"", ""corrijo""], ""must_not_contain_any"": [""x429""]}"
00052_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"hola buenas noches || tendras veluto? || me mandas la gama completa? || mmm no me encantaron esos tonos, tienes otros mas claritos? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00053_v46_real_recomendacion_proyecto_codigo_si_es_para_bebe_me_conviene_velluto_o_otro_hilo,v46_real_recomendacion_proyecto_codigo,"buenas tardes, disculpa || manejas el velluto de alize? || si es para bebe me conviene velluto o otro hilo?","{""scope"": ""all"", ""must_contain_any"": [""bebe"", ""recom"", ""velluto"", ""hilo""], ""must_not_only_ask_hilo_codigo"": true}"
00054_v46_real_mixta_larga_multiintencion_y_si_llevo_20_mejora_precio,v46_real_mixta_larga_multiintencion,"hola de pura casualidad || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || me gustaria algo para amigurumi pero no se mucho || que color es el 429? || y si llevo 20 mejora precio?","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00055_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"buen dia disculpe || de pura casualidad manejas velluto? || me mandas la gama completa? || busco algo para peluche, no quiero que quede duro || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00056_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,hola de pura casualidad || vendes belluto? || tienes catalogo de tonos? || me gustaria algo para amigurumi pero no se mucho || me muestras el 429 y 550? || mejor solo mandame foto por ahora,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00057_v46_real_info_codigo_contexto_me_dices_del_429,v46_real_info_codigo_contexto,"holaaa buenas || de pura casualidad manejas velluto? || me puedes pasar la carta de colores? || mmm no me encantaron esos tonos, tienes otros mas claritos? || me dices del 429?","{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00058_v46_real_cambio_decision_entonces_serian_3_piezas_verdad,v46_real_cambio_decision,"holaaa buenas || vendes belluto? || me puedes mostrar los colores disponibles? || busco algo para peluche, no quiero que quede duro || creo que si hare pedido pero aun no estoy segura || entonces serian 3 piezas verdad?","{""scope"": ""all"", ""must_contain_any"": [""3"", ""pieza"", ""correct"", ""revis""]}"
00059_v46_real_info_codigo_contexto_me_dices_del_429,v46_real_info_codigo_contexto,"holaaa buenas || tendras veluto? || me puedes pasar la carta de colores? || busco algo para peluche, no quiero que quede duro || me dices del 429?","{""scope"": ""all"", ""must_contain_any"": [""429""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""Es 429 x1"", ""Dices 429 x1"", ""Tendras x1""]}"
00060_v46_real_pedido_codigo_cantidad_el_429_dos,v46_real_pedido_codigo_cantidad,hola buenas noches || de pura casualidad manejas velluto? || bueno si voy a hacer pedido || el 429 dos,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00061_v46_real_mixta_larga_multiintencion_si_me_gusta_agregame_dos_429,v46_real_mixta_larga_multiintencion,"oye una pregunta || vendes belluto? || me puedes pasar la carta de colores? || mmm no me encantaron esos tonos, tienes otros mas claritos? || me gustaria algo para amigurumi pero no se mucho || con que gancho se teje? || si me gusta agregame dos 429","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00062_v46_real_mixta_larga_multiintencion_mejor_solo_mandame_foto_por_ahora,v46_real_mixta_larga_multiintencion,"Hola buenas tardes || manejaz velluto? || me puedes mostrar los colores disponibles? || no me gusta mucho esos tonos, tiene otros como mas neutros? || me gustaria algo para amigurumi pero no se mucho || stock del 60? || mejor solo mandame foto por ahora","{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
00063_v46_real_pedido_codigo_cantidad_necesito_cinco_del_negro_y_dos_del_blanco_de_velluto,v46_real_pedido_codigo_cantidad,"holaaa buenas || si trabajas velluto? || me mandas la gama completa? || mmm busco algo mas para amigurumi, cuales me recomiendas? || bueno si voy a hacer pedido || necesito cinco del negro y dos del blanco de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""60"", ""cantidad"": 5}, {""codigo"": ""55"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00064_v46_real_pedido_codigo_cantidad_ponme_dos_429,v46_real_pedido_codigo_cantidad,"Hola buenas tardes || de pura casualidad manejas velluto? || que bien, me podria mandar el catalogo por favor? || tienes otros tonos como cafe o gris? || bueno si voy a hacer pedido || ponme dos 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""cotiz"", ""agrego"", ""pedido""]}"
00065_v46_real_mixta_larga_multiintencion_lo_quiero_para_un_elefante_mediano,v46_real_mixta_larga_multiintencion,oye una pregunta || manejaz velluto? || me gustaria algo para amigurumi pero no se mucho || me muestras el 429 y 550? || lo quiero para un elefante mediano,"{""scope"": ""all"", ""must_contain_any"": [""429"", ""foto"", ""stock"", ""gancho"", ""precio"", ""elefante"", ""revis"", ""cotiz"", ""agrego""], ""must_not_contain_any"": [""descuento aprobado""]}"
